,length_url,length_domain,ip_address,number_of_hyphens,number_of_dots,number_of_dollar_sign,length_path
392,47.0,17.0,0.0,5.0,1.0,0.0,49.0
393,37.0,12.0,0.0,4.0,1.0,0.0,5.0
394,83.0,12.0,0.0,5.0,4.0,0.0,85.0
395,85.0,17.0,0.0,8.0,2.0,0.0,1.0
396,67.0,20.0,0.0,4.0,2.0,0.0,184.0
397,168.0,42.0,0.0,7.0,4.0,0.0,21.0
398,391.0,23.0,0.0,6.0,1.0,0.0,12.0
399,67.0,20.0,0.0,8.0,4.0,0.0,10.0
400,24.0,23.0,0.0,4.0,1.0,0.0,62.0
401,57.0,8.0,0.0,4.0,1.0,0.0,7.0
402,259.0,17.0,0.0,6.0,5.0,0.0,45.0
403,27.0,12.0,0.0,3.0,2.0,0.0,6.0
404,62.0,21.0,0.0,5.0,1.0,0.0,1.0
405,109.0,12.0,0.0,4.0,3.0,0.0,5.0
406,35.0,18.0,0.0,4.0,2.0,0.0,48.0
407,515.0,19.0,0.0,3.0,3.0,0.0,10.0
408,97.0,10.0,0.0,7.0,3.0,0.0,0.0
409,32.0,13.0,0.0,4.0,3.0,0.0,31.0
410,75.0,27.0,0.0,4.0,2.0,0.0,11.0
411,38.0,20.0,0.0,4.0,1.0,0.0,57.0
412,61.0,42.0,0.0,4.0,2.0,0.0,21.0
413,65.0,11.0,0.0,7.0,1.0,0.0,36.0
414,32.0,9.0,0.0,3.0,2.0,0.0,1.0
415,64.0,10.0,0.0,6.0,1.0,0.0,17.0
416,38.0,13.0,0.0,3.0,3.0,0.0,34.0
417,37.0,20.0,0.0,3.0,2.0,0.0,30.0
418,36.0,37.0,0.0,5.0,1.0,0.0,30.0
419,119.0,18.0,0.0,6.0,3.0,0.0,28.0
420,168.0,13.0,0.0,7.0,8.0,0.0,42.0
421,32.0,19.0,0.0,4.0,1.0,0.0,14.0
422,46.0,19.0,0.0,5.0,1.0,0.0,9.0
423,56.0,18.0,0.0,4.0,1.0,0.0,23.0
424,66.0,20.0,0.0,5.0,2.0,0.0,61.0
425,83.0,16.0,0.0,5.0,2.0,0.0,35.0
426,59.0,26.0,0.0,7.0,2.0,0.0,1.0
427,101.0,18.0,0.0,3.0,3.0,0.0,11.0
428,58.0,15.0,0.0,5.0,2.0,0.0,1.0
429,187.0,22.0,0.0,8.0,5.0,0.0,21.0
430,71.0,18.0,0.0,5.0,2.0,0.0,15.0
431,51.0,18.0,0.0,3.0,3.0,0.0,1.0
432,21.0,11.0,1.0,2.0,1.0,0.0,6.0
433,46.0,27.0,0.0,3.0,3.0,0.0,7.0
434,22.0,18.0,0.0,3.0,2.0,0.0,52.0
435,515.0,17.0,0.0,3.0,3.0,0.0,17.0
436,54.0,12.0,0.0,3.0,4.0,0.0,53.0
437,40.0,73.0,0.0,6.0,1.0,0.0,0.0
438,61.0,28.0,0.0,5.0,2.0,0.0,70.0
439,76.0,18.0,0.0,8.0,2.0,0.0,1.0
440,277.0,20.0,0.0,5.0,6.0,0.0,26.0
441,30.0,18.0,0.0,4.0,1.0,0.0,14.0
442,18.0,15.0,0.0,3.0,1.0,0.0,48.0
443,47.0,23.0,0.0,6.0,2.0,0.0,12.0
444,95.0,36.0,0.0,9.0,3.0,0.0,21.0
445,69.0,22.0,0.0,6.0,1.0,0.0,30.0
446,105.0,29.0,0.0,5.0,8.0,0.0,3.0
447,108.0,21.0,0.0,6.0,6.0,0.0,26.0
448,28.0,18.0,0.0,3.0,1.0,0.0,21.0
449,133.0,15.0,0.0,9.0,6.0,0.0,52.0
450,38.0,13.0,0.0,4.0,1.0,0.0,24.0
451,34.0,27.0,0.0,3.0,3.0,0.0,0.0
452,51.0,16.0,0.0,5.0,2.0,0.0,1.0
453,35.0,16.0,0.0,3.0,1.0,0.0,1.0
454,37.0,10.0,0.0,3.0,1.0,0.0,1.0
455,62.0,23.0,0.0,5.0,2.0,0.0,9.0
456,41.0,32.0,0.0,5.0,2.0,0.0,1.0
457,156.0,29.0,0.0,7.0,2.0,0.0,34.0
458,42.0,21.0,0.0,6.0,2.0,0.0,1.0
459,42.0,14.0,0.0,4.0,2.0,0.0,1.0
460,59.0,20.0,0.0,3.0,2.0,0.0,57.0
461,22.0,15.0,0.0,2.0,1.0,0.0,8.0
462,233.0,11.0,0.0,5.0,4.0,0.0,20.0
463,131.0,7.0,0.0,3.0,3.0,0.0,46.0
464,96.0,20.0,0.0,4.0,3.0,0.0,15.0
465,62.0,23.0,0.0,3.0,3.0,0.0,54.0
466,26.0,13.0,0.0,3.0,2.0,0.0,10.0
467,52.0,6.0,0.0,3.0,3.0,0.0,5.0
468,45.0,16.0,0.0,5.0,3.0,0.0,11.0
469,55.0,23.0,0.0,5.0,2.0,0.0,1.0
470,92.0,13.0,0.0,5.0,3.0,0.0,42.0
471,64.0,29.0,0.0,5.0,1.0,0.0,25.0
472,75.0,15.0,0.0,6.0,3.0,0.0,181.0
473,38.0,25.0,0.0,4.0,3.0,0.0,15.0
474,136.0,16.0,0.0,10.0,3.0,0.0,30.0
475,25.0,25.0,0.0,2.0,3.0,0.0,1.0
476,73.0,9.0,0.0,7.0,2.0,0.0,26.0
477,513.0,19.0,0.0,3.0,3.0,0.0,10.0
478,77.0,13.0,1.0,4.0,1.0,0.0,9.0
479,255.0,20.0,0.0,10.0,2.0,1.0,27.0
480,39.0,24.0,0.0,3.0,3.0,0.0,44.0
481,178.0,26.0,0.0,8.0,2.0,0.0,41.0
482,80.0,13.0,0.0,5.0,2.0,0.0,24.0
483,156.0,21.0,0.0,9.0,5.0,0.0,20.0
484,40.0,29.0,0.0,5.0,1.0,0.0,55.0
485,30.0,15.0,0.0,2.0,2.0,0.0,183.0
486,43.0,20.0,0.0,6.0,2.0,0.0,57.0
487,35.0,22.0,0.0,5.0,2.0,0.0,5.0
488,31.0,17.0,0.0,3.0,2.0,0.0,8.0
489,50.0,42.0,0.0,3.0,2.0,0.0,21.0
490,45.0,23.0,0.0,3.0,2.0,0.0,30.0
491,272.0,30.0,0.0,8.0,9.0,0.0,30.0
492,56.0,16.0,0.0,5.0,1.0,0.0,36.0
493,101.0,36.0,0.0,5.0,3.0,0.0,21.0
494,91.0,14.0,0.0,7.0,3.0,0.0,1.0
495,22.0,20.0,0.0,2.0,2.0,0.0,10.0
496,42.0,18.0,0.0,3.0,3.0,0.0,21.0
497,180.0,31.0,0.0,8.0,12.0,0.0,21.0
498,26.0,16.0,0.0,3.0,1.0,0.0,22.0
499,26.0,20.0,0.0,3.0,2.0,0.0,12.0
500,77.0,14.0,0.0,5.0,1.0,0.0,1.0
501,76.0,21.0,0.0,7.0,1.0,0.0,8.0
502,41.0,15.0,0.0,5.0,3.0,0.0,0.0
503,59.0,16.0,0.0,3.0,3.0,0.0,75.0
504,40.0,28.0,0.0,5.0,4.0,0.0,1.0
505,68.0,19.0,0.0,4.0,1.0,0.0,22.0
506,77.0,19.0,0.0,7.0,6.0,0.0,22.0
507,51.0,17.0,0.0,3.0,5.0,0.0,32.0
508,92.0,23.0,0.0,7.0,5.0,0.0,3.0
509,80.0,36.0,0.0,6.0,4.0,0.0,21.0
510,41.0,15.0,0.0,5.0,4.0,0.0,7.0
511,182.0,17.0,0.0,11.0,1.0,0.0,26.0
512,80.0,19.0,0.0,5.0,1.0,0.0,22.0
513,27.0,29.0,0.0,3.0,1.0,0.0,20.0
514,44.0,29.0,0.0,3.0,3.0,0.0,91.0
515,212.0,15.0,1.0,6.0,2.0,0.0,21.0
516,197.0,67.0,0.0,12.0,2.0,0.0,21.0
517,40.0,12.0,0.0,3.0,1.0,0.0,16.0
518,106.0,16.0,0.0,6.0,4.0,0.0,35.0
519,33.0,18.0,0.0,5.0,1.0,0.0,15.0
520,66.0,19.0,0.0,5.0,3.0,0.0,9.0
521,31.0,21.0,0.0,4.0,1.0,0.0,47.0
522,70.0,25.0,0.0,4.0,3.0,0.0,13.0
523,96.0,24.0,0.0,4.0,1.0,0.0,47.0
524,104.0,36.0,0.0,5.0,2.0,0.0,43.0
525,32.0,6.0,0.0,3.0,2.0,0.0,5.0
526,63.0,13.0,0.0,9.0,1.0,0.0,21.0
527,45.0,9.0,0.0,5.0,2.0,0.0,3.0
528,66.0,8.0,0.0,3.0,1.0,0.0,1.0
529,55.0,13.0,1.0,3.0,2.0,0.0,9.0
530,88.0,23.0,0.0,7.0,2.0,0.0,0.0
531,190.0,7.0,0.0,4.0,2.0,0.0,30.0
532,80.0,19.0,0.0,7.0,3.0,0.0,30.0
533,58.0,14.0,0.0,3.0,3.0,0.0,9.0
534,37.0,16.0,0.0,3.0,3.0,0.0,0.0
535,59.0,18.0,0.0,6.0,2.0,0.0,52.0
536,28.0,15.0,0.0,4.0,2.0,0.0,121.0
537,27.0,18.0,0.0,3.0,1.0,0.0,24.0
538,258.0,15.0,0.0,6.0,13.0,0.0,41.0
539,21.0,21.0,0.0,3.0,1.0,0.0,42.0
540,58.0,25.0,0.0,4.0,4.0,0.0,27.0
541,277.0,22.0,0.0,6.0,7.0,0.0,1.0
542,49.0,28.0,0.0,5.0,2.0,0.0,16.0
543,167.0,23.0,0.0,4.0,1.0,0.0,21.0
544,81.0,24.0,0.0,6.0,3.0,0.0,7.0
545,67.0,13.0,0.0,5.0,2.0,0.0,47.0
546,53.0,20.0,0.0,5.0,4.0,0.0,1.0
547,80.0,18.0,0.0,4.0,3.0,0.0,9.0
548,66.0,36.0,0.0,3.0,2.0,0.0,21.0
549,103.0,13.0,0.0,11.0,1.0,0.0,8.0
550,82.0,13.0,1.0,3.0,4.0,0.0,17.0
551,23.0,16.0,0.0,3.0,1.0,0.0,35.0
552,38.0,27.0,0.0,5.0,1.0,0.0,0.0
553,26.0,22.0,0.0,3.0,2.0,0.0,9.0
554,50.0,27.0,0.0,4.0,1.0,0.0,30.0
555,51.0,29.0,0.0,5.0,2.0,0.0,51.0
556,71.0,14.0,0.0,3.0,2.0,0.0,26.0
557,143.0,23.0,0.0,10.0,8.0,0.0,21.0
558,147.0,5.0,0.0,9.0,9.0,0.0,6.0
559,52.0,33.0,0.0,4.0,2.0,0.0,10.0
560,94.0,19.0,0.0,11.0,1.0,0.0,13.0
561,50.0,16.0,0.0,3.0,2.0,0.0,35.0
562,513.0,8.0,0.0,3.0,3.0,0.0,12.0
563,121.0,7.0,0.0,4.0,4.0,0.0,46.0
564,64.0,23.0,0.0,5.0,1.0,0.0,32.0
565,80.0,16.0,0.0,5.0,1.0,0.0,33.0
566,34.0,22.0,0.0,3.0,2.0,0.0,54.0
567,65.0,19.0,0.0,4.0,2.0,0.0,12.0
568,181.0,26.0,0.0,5.0,3.0,0.0,53.0
569,43.0,22.0,0.0,4.0,1.0,0.0,24.0
570,51.0,22.0,0.0,5.0,3.0,0.0,10.0
571,86.0,28.0,0.0,7.0,1.0,0.0,37.0
572,76.0,18.0,0.0,4.0,2.0,0.0,1.0
573,40.0,24.0,0.0,4.0,2.0,0.0,5.0
574,247.0,16.0,0.0,5.0,7.0,0.0,104.0
575,91.0,19.0,0.0,6.0,2.0,0.0,1.0
576,81.0,25.0,0.0,8.0,4.0,0.0,76.0
577,47.0,43.0,0.0,4.0,1.0,0.0,29.0
578,49.0,16.0,0.0,4.0,1.0,0.0,29.0
579,69.0,11.0,0.0,6.0,2.0,0.0,57.0
580,63.0,18.0,0.0,7.0,2.0,0.0,27.0
581,58.0,21.0,0.0,4.0,3.0,0.0,27.0
582,42.0,20.0,0.0,5.0,2.0,0.0,1.0
583,31.0,14.0,0.0,3.0,1.0,0.0,99.0
584,54.0,18.0,0.0,4.0,3.0,0.0,75.0
585,27.0,36.0,0.0,3.0,1.0,0.0,21.0
586,41.0,13.0,0.0,5.0,1.0,0.0,12.0
587,90.0,10.0,0.0,5.0,3.0,0.0,0.0
588,69.0,30.0,0.0,6.0,3.0,0.0,1.0
589,50.0,34.0,0.0,5.0,2.0,0.0,11.0
590,107.0,14.0,0.0,3.0,3.0,0.0,39.0
591,107.0,20.0,0.0,5.0,8.0,0.0,28.0
592,43.0,36.0,0.0,3.0,3.0,0.0,21.0
593,81.0,30.0,0.0,5.0,2.0,0.0,15.0
594,97.0,32.0,0.0,4.0,2.0,0.0,1.0
595,43.0,19.0,0.0,4.0,2.0,0.0,32.0
596,53.0,18.0,0.0,5.0,3.0,0.0,57.0
597,37.0,25.0,0.0,4.0,2.0,0.0,18.0
598,67.0,17.0,0.0,4.0,1.0,0.0,3.0
599,59.0,29.0,0.0,8.0,1.0,0.0,4.0
600,38.0,18.0,0.0,4.0,2.0,0.0,14.0
601,21.0,20.0,0.0,3.0,1.0,0.0,44.0
602,43.0,6.0,0.0,3.0,2.0,0.0,8.0
603,94.0,20.0,0.0,7.0,2.0,0.0,25.0
604,113.0,19.0,0.0,3.0,4.0,0.0,17.0
605,57.0,16.0,0.0,4.0,3.0,0.0,30.0
606,53.0,36.0,0.0,6.0,1.0,0.0,19.0
607,107.0,16.0,0.0,11.0,3.0,0.0,44.0
608,96.0,18.0,0.0,5.0,2.0,0.0,17.0
609,34.0,16.0,0.0,4.0,3.0,0.0,29.0
610,44.0,16.0,0.0,5.0,3.0,0.0,107.0
611,65.0,18.0,0.0,5.0,1.0,0.0,35.0
612,32.0,17.0,0.0,3.0,2.0,0.0,8.0
613,55.0,18.0,0.0,3.0,2.0,0.0,43.0
614,165.0,27.0,0.0,4.0,2.0,0.0,25.0
615,272.0,24.0,0.0,8.0,9.0,0.0,27.0
616,1193.0,22.0,0.0,3.0,1.0,0.0,1.0
617,52.0,15.0,0.0,3.0,2.0,0.0,38.0
618,204.0,9.0,0.0,8.0,11.0,0.0,1.0
619,74.0,13.0,0.0,6.0,1.0,0.0,56.0
620,40.0,26.0,0.0,5.0,2.0,0.0,30.0
621,20.0,17.0,0.0,4.0,1.0,0.0,42.0
622,83.0,15.0,0.0,3.0,5.0,0.0,12.0
623,48.0,17.0,0.0,4.0,1.0,0.0,27.0
624,51.0,19.0,0.0,6.0,2.0,0.0,21.0
625,67.0,22.0,0.0,7.0,3.0,0.0,31.0
626,18.0,25.0,0.0,3.0,1.0,0.0,18.0
627,24.0,55.0,0.0,2.0,2.0,0.0,21.0
628,18.0,16.0,0.0,3.0,1.0,0.0,34.0
629,50.0,17.0,0.0,5.0,3.0,0.0,1.0
630,39.0,8.0,0.0,3.0,3.0,0.0,23.0
631,26.0,23.0,0.0,3.0,1.0,0.0,113.0
632,47.0,16.0,0.0,5.0,3.0,0.0,30.0
633,36.0,7.0,0.0,4.0,2.0,0.0,5.0
634,269.0,14.0,0.0,4.0,3.0,0.0,13.0
635,77.0,11.0,0.0,5.0,3.0,0.0,18.0
636,47.0,31.0,0.0,5.0,1.0,0.0,1.0
637,42.0,17.0,0.0,4.0,4.0,0.0,1.0
638,36.0,11.0,0.0,3.0,2.0,0.0,24.0
639,35.0,18.0,0.0,2.0,2.0,0.0,1.0
640,101.0,12.0,0.0,3.0,3.0,0.0,183.0
641,85.0,26.0,0.0,3.0,3.0,0.0,40.0
642,49.0,13.0,1.0,3.0,1.0,0.0,9.0
643,35.0,12.0,0.0,4.0,1.0,0.0,59.0
644,30.0,12.0,0.0,4.0,1.0,0.0,1.0
645,63.0,23.0,0.0,4.0,1.0,0.0,61.0
646,35.0,29.0,0.0,3.0,2.0,0.0,95.0
647,122.0,30.0,0.0,5.0,1.0,0.0,10.0
648,69.0,14.0,0.0,8.0,1.0,0.0,4.0
649,73.0,9.0,0.0,4.0,1.0,0.0,43.0
650,44.0,52.0,0.0,5.0,3.0,0.0,21.0
651,173.0,13.0,0.0,7.0,4.0,0.0,11.0
652,30.0,16.0,0.0,2.0,1.0,0.0,99.0
653,20.0,22.0,0.0,2.0,2.0,0.0,30.0
654,48.0,16.0,0.0,4.0,3.0,0.0,6.0
655,57.0,18.0,0.0,3.0,2.0,0.0,53.0
656,268.0,16.0,0.0,8.0,9.0,0.0,0.0
657,58.0,41.0,0.0,7.0,1.0,0.0,3.0
658,22.0,25.0,0.0,3.0,2.0,0.0,88.0
659,75.0,11.0,0.0,11.0,1.0,0.0,135.0
660,109.0,18.0,0.0,6.0,6.0,0.0,57.0
661,89.0,17.0,0.0,8.0,4.0,0.0,1.0
662,70.0,20.0,0.0,8.0,1.0,0.0,13.0
663,32.0,35.0,0.0,2.0,2.0,0.0,41.0
664,38.0,17.0,0.0,5.0,1.0,0.0,0.0
665,69.0,16.0,0.0,3.0,2.0,0.0,29.0
666,288.0,16.0,0.0,6.0,16.0,0.0,8.0
667,37.0,18.0,0.0,4.0,2.0,0.0,1.0
668,85.0,19.0,0.0,5.0,2.0,0.0,7.0
669,61.0,24.0,0.0,3.0,3.0,0.0,5.0
670,56.0,24.0,0.0,6.0,4.0,0.0,1.0
671,72.0,18.0,0.0,4.0,1.0,0.0,1.0
672,28.0,11.0,0.0,4.0,1.0,0.0,20.0
673,120.0,19.0,0.0,8.0,3.0,0.0,8.0
674,59.0,16.0,0.0,4.0,1.0,0.0,13.0
675,73.0,24.0,0.0,11.0,2.0,0.0,21.0
676,38.0,12.0,0.0,3.0,3.0,0.0,37.0
677,138.0,16.0,0.0,5.0,1.0,0.0,32.0
678,46.0,10.0,0.0,3.0,3.0,0.0,87.0
679,54.0,19.0,0.0,3.0,4.0,0.0,20.0
680,41.0,13.0,0.0,4.0,2.0,0.0,22.0
681,60.0,18.0,0.0,6.0,1.0,0.0,9.0
682,34.0,18.0,0.0,4.0,2.0,0.0,43.0
683,119.0,16.0,0.0,5.0,2.0,0.0,31.0
684,100.0,12.0,0.0,6.0,2.0,0.0,1.0
685,103.0,26.0,0.0,5.0,1.0,0.0,54.0
686,69.0,12.0,0.0,4.0,2.0,0.0,190.0
687,103.0,20.0,0.0,4.0,3.0,0.0,184.0
688,75.0,23.0,0.0,4.0,4.0,0.0,43.0
689,62.0,26.0,0.0,5.0,1.0,0.0,25.0
690,122.0,50.0,0.0,3.0,3.0,0.0,21.0
691,38.0,13.0,0.0,3.0,2.0,0.0,46.0
692,65.0,19.0,0.0,3.0,3.0,0.0,56.0
693,84.0,17.0,0.0,6.0,2.0,0.0,9.0
694,36.0,15.0,0.0,3.0,2.0,0.0,1.0
695,126.0,12.0,0.0,11.0,1.0,0.0,23.0
696,205.0,19.0,0.0,4.0,3.0,0.0,10.0
697,50.0,25.0,0.0,5.0,1.0,0.0,24.0
698,26.0,28.0,0.0,3.0,1.0,0.0,4.0
699,74.0,17.0,0.0,4.0,6.0,0.0,16.0
700,33.0,31.0,0.0,2.0,2.0,0.0,84.0
701,102.0,19.0,0.0,4.0,2.0,0.0,1.0
702,27.0,17.0,0.0,3.0,1.0,0.0,13.0
703,78.0,19.0,0.0,8.0,2.0,0.0,9.0
704,59.0,33.0,0.0,6.0,2.0,0.0,1.0
705,73.0,17.0,0.0,3.0,2.0,0.0,42.0
706,59.0,8.0,0.0,7.0,1.0,0.0,17.0
707,19.0,22.0,0.0,3.0,1.0,0.0,15.0
708,31.0,26.0,0.0,3.0,2.0,0.0,30.0
709,72.0,23.0,0.0,4.0,5.0,0.0,33.0
710,49.0,18.0,0.0,4.0,2.0,0.0,75.0
711,49.0,14.0,0.0,6.0,1.0,0.0,105.0
712,207.0,15.0,0.0,9.0,12.0,0.0,1.0
713,62.0,19.0,0.0,9.0,2.0,0.0,13.0
714,104.0,11.0,0.0,10.0,1.0,0.0,15.0
715,151.0,5.0,0.0,5.0,7.0,0.0,12.0
716,36.0,14.0,0.0,3.0,1.0,0.0,71.0
717,59.0,16.0,0.0,5.0,3.0,0.0,33.0
718,45.0,11.0,0.0,3.0,2.0,0.0,9.0
719,62.0,13.0,0.0,8.0,3.0,0.0,56.0
720,38.0,21.0,0.0,5.0,2.0,0.0,50.0
721,23.0,6.0,0.0,3.0,1.0,0.0,5.0
722,34.0,30.0,0.0,3.0,2.0,0.0,30.0
723,41.0,30.0,0.0,5.0,3.0,0.0,43.0
724,30.0,16.0,0.0,5.0,1.0,0.0,23.0
725,55.0,27.0,0.0,6.0,2.0,0.0,73.0
726,287.0,21.0,0.0,4.0,2.0,0.0,1.0
727,49.0,10.0,0.0,6.0,1.0,0.0,7.0
728,31.0,29.0,0.0,3.0,3.0,0.0,39.0
729,55.0,14.0,0.0,6.0,3.0,0.0,29.0
730,73.0,12.0,0.0,4.0,2.0,0.0,37.0
731,122.0,17.0,0.0,3.0,2.0,0.0,21.0
732,40.0,11.0,0.0,4.0,1.0,0.0,17.0
733,62.0,22.0,0.0,3.0,2.0,0.0,67.0
734,47.0,21.0,0.0,5.0,2.0,0.0,51.0
735,147.0,102.0,0.0,4.0,3.0,0.0,1.0
736,136.0,23.0,0.0,4.0,2.0,0.0,36.0
737,156.0,25.0,0.0,5.0,2.0,0.0,16.0
738,39.0,16.0,0.0,4.0,1.0,0.0,0.0
739,44.0,16.0,0.0,4.0,2.0,0.0,5.0
740,123.0,28.0,0.0,8.0,10.0,0.0,21.0
741,153.0,32.0,0.0,8.0,2.0,0.0,10.0
742,68.0,19.0,0.0,8.0,1.0,0.0,10.0
743,82.0,42.0,0.0,4.0,2.0,0.0,21.0
744,93.0,26.0,0.0,3.0,3.0,0.0,17.0
745,37.0,23.0,0.0,4.0,1.0,0.0,18.0
746,52.0,39.0,0.0,4.0,3.0,0.0,8.0
747,44.0,17.0,0.0,5.0,4.0,0.0,30.0
748,67.0,14.0,0.0,3.0,2.0,0.0,20.0
749,36.0,12.0,0.0,5.0,1.0,0.0,4.0
750,54.0,101.0,0.0,3.0,4.0,0.0,21.0
751,63.0,26.0,0.0,3.0,1.0,0.0,1.0
752,130.0,17.0,0.0,4.0,6.0,0.0,1.0
753,70.0,11.0,0.0,4.0,1.0,0.0,59.0
754,249.0,21.0,0.0,13.0,10.0,0.0,10.0
755,43.0,11.0,0.0,4.0,2.0,0.0,16.0
756,70.0,17.0,0.0,5.0,1.0,0.0,14.0
757,133.0,17.0,0.0,9.0,6.0,0.0,98.0
758,180.0,15.0,0.0,5.0,3.0,0.0,10.0
759,26.0,15.0,0.0,3.0,3.0,0.0,8.0
760,39.0,23.0,0.0,3.0,1.0,0.0,39.0
761,21.0,20.0,0.0,3.0,1.0,0.0,184.0
762,88.0,22.0,0.0,10.0,2.0,0.0,26.0
763,65.0,13.0,0.0,9.0,2.0,0.0,23.0
764,51.0,19.0,0.0,5.0,2.0,0.0,27.0
765,23.0,20.0,0.0,2.0,2.0,0.0,10.0
766,25.0,18.0,0.0,3.0,2.0,0.0,89.0
767,77.0,9.0,0.0,6.0,3.0,0.0,3.0
768,29.0,12.0,0.0,4.0,1.0,0.0,7.0
769,27.0,32.0,0.0,3.0,1.0,0.0,82.0
770,77.0,22.0,0.0,7.0,5.0,0.0,1.0
771,47.0,18.0,0.0,7.0,1.0,0.0,72.0
772,68.0,16.0,0.0,4.0,1.0,0.0,1.0
773,64.0,25.0,0.0,6.0,2.0,0.0,11.0
774,52.0,13.0,0.0,3.0,3.0,0.0,9.0
775,45.0,23.0,0.0,5.0,3.0,0.0,9.0
776,83.0,13.0,0.0,3.0,5.0,0.0,26.0
777,58.0,12.0,0.0,5.0,2.0,0.0,52.0
778,88.0,14.0,0.0,6.0,4.0,0.0,34.0
779,36.0,29.0,0.0,5.0,1.0,0.0,30.0
780,34.0,16.0,0.0,4.0,1.0,0.0,14.0
781,156.0,38.0,0.0,3.0,3.0,0.0,21.0
782,40.0,22.0,0.0,4.0,2.0,0.0,66.0
